Дата;Бренд;Артикул;Назва товару;Кількість, шт;Сума, грн;;
Травень 2024;Djeco;DJ09869;"Djeco Художній комплект колаж ""Весела піна""";8,000;13 868,70;;
Травень 2024;Djeco;DJ09871;"Djeco Набір для творчості ""Пухнасті тварини""";6,000;16 836,84;;
Травень 2024;Djeco;DJ09888;"Djeco Набір для творчості ""Охайно, але весело""";11,000;4 463,40;;
Червень 2024;Djeco;DJ00010;"Djeco Набір для виготовлення браслетів дружби ""Серця""";8,000;3 609,36;;
Червень 2024;Djeco;DJ00016;"Djeco Набір для виготовлення браслетів дружби ""Птахи в небі""";5,000;2 219,40;;
Червень 2024;Djeco;DJ00017;"Djeco Набір для виготовлення браслетів дружби ""Вишні""";1,000;399,00;;
Червень 2024;Djeco;DJ00025;"DJECO Набір для виготовлення намиста ""Сріблясті бульбашки""";24,000;12 330,06;;
Червень 2024;Djeco;DJ00026;"DJECO Набір для виготовлення намиста ""Золоті бульбашки""";33,000;16 445,10;;
Червень 2024;Djeco;DJ00030;"Djeco Набір для плетіння браслетів ""Срібний алфавіт""";8,000;3 995,04;;
Червень 2024;Djeco;DJ00057;"Djeco Набір фігурних наліпок ""Морські тварини""";12,000;2 092,32;;
Червень 2024;Djeco;DJ00058;"Djeco Набір фігурних наліпок ""Птахи""";12,000;2 092,32;;
Червень 2024;Djeco;DJ00059;"Djeco Набір фігурних наліпок ""Тварини сафарі""";12,000;2 092,32;;
Червень 2024;Djeco;DJ00061;"DJECO Художній комплект для малювання ""Свійські тварини""";27,000;10 113,00;;
Червень 2024;Djeco;DJ00809;"Djeco Настільна гра ""Вегето Мондо""";6,000;2 808,72;;
Червень 2024;Djeco;DJ00810;"Djeco Настільна гра ""Натуро Мондо""";6,000;2 808,72;;
Червень 2024;Djeco;DJ01076;"DJECO Гра балансир ""Puzz & Boom Rainbow""";16,000;8 490,24;;
Червень 2024;Djeco;DJ01612;"Djeco Настільна гра ""Рахуй з пінгвінами""";4,000;2 384,70;;
Червень 2024;Djeco;DJ01614;"DJECO Дерев'яна гра ""Лабіринт Фрогі""";24,000;16 485,12;;
Червень 2024;Djeco;DJ01616;"Djeco Розвиваюча гра ""Гардімікс""";12,000;8 242,56;;
Червень 2024;Djeco;DJ01629;"Djeco Розвиваюча гра ""Крококрок""";12,000;8 242,56;;
Червень 2024;Djeco;DJ01663;"Djeco Розвиваюча гра ""Застібки""";13,000;5 889,72;;
Червень 2024;Djeco;DJ01666;"Djeco Розвиваюча гра ""Ремінці""";7,000;3 080,16;;
Червень 2024;Djeco;DJ01669;"Djeco Розвиваюча гра ""З'єднай тваринок""";7,000;3 839,34;;
Червень 2024;Djeco;DJ01698;"Djeco Набір ігор 4в1 ""Лудопарк""";4,000;7 612,14;;
Червень 2024;Djeco;DJ02096;"Djeco Ігровий набір для свята ""Вечірка принцес""";1,000;46,20;;
Червень 2024;Djeco;DJ05078;"DJECO Карткова гра ""Місті Луп""";16,000;4 489,92;;
Червень 2024;Djeco;DJ05084;"DJECO Карткова гра ""Золотий потяг""";16,000;5 490,24;;
Червень 2024;Djeco;DJ05087;"DJECO Карткова гра ""Симілікс""";16,000;4 489,92;;
Червень 2024;Djeco;DJ05092;"Djeco Карткова гра ""Весела плутанина""";17,000;5 028,12;;
Червень 2024;Djeco;DJ05096;"Djeco Карткова гра ""Містерікс""";13,000;5 793,96;;
Червень 2024;Djeco;DJ05098;"Djeco Гра ""Жахливий Бу""";6,000;4 094,64;;
Червень 2024;Djeco;DJ05099;"Djeco Гра ""Найкращі собаки""";1,000;180,90;;
Червень 2024;Djeco;DJ05100;"Djeco Гра ""Класика 52""";1,000;22,98;;
Червень 2024;Djeco;DJ05103;"Djeco Настільна гра ""FAMILOU""";8,000;2 244,96;;
Червень 2024;Djeco;DJ05104;"Djeco Гра ""БатаВаф""";21,000;6 972,12;;
Червень 2024;Djeco;DJ05105;"Djeco Гра ""Містігрі""";-1,000;-249,30;;
Червень 2024;Djeco;DJ05106;"Djeco Гра ""Де Додо""";8,000;2 244,96;;
Червень 2024;Djeco;DJ05108;"Djeco Гра ""Піполо""";17,000;5 386,08;;
Червень 2024;Djeco;DJ05109;"Djeco Гра ""CRIDANIMO""";3,000;216,36;;
Червень 2024;Djeco;DJ05113;"Djeco Гра ""Piratatak""";16,000;4 489,92;;
Червень 2024;Djeco;DJ05114;"Djeco Гра ""Бата Му""";1,000;46,20;;
Червень 2024;Djeco;DJ05115;"Djeco Гра ""Щаслива сімейка""";2,000;252,96;;
Червень 2024;Djeco;DJ05117;"Djeco Гра ""Побудуй замок""";25,000;8 853,18;;
Червень 2024;Djeco;DJ05119;"Djeco Гра ""Piou Piou""";80,000;22 449,60;;
Червень 2024;Djeco;DJ05120;"Djeco Гра ""Тіп Топ Хлоп""";21,000;6 207,48;;
Червень 2024;Djeco;DJ05123;"Djeco Гра ""Горила""";15,000;5 777,58;;
Червень 2024;Djeco;DJ05125;"Djeco Гра ""Бата пазл""";12,000;1 222,92;;
Червень 2024;Djeco;DJ05126;"Djeco Гра ""M?chanlou""";8,000;2 244,96;;
Червень 2024;Djeco;DJ05128;"Djeco Гра ""Міні природа""";5,000;418,62;;
Червень 2024;Djeco;DJ05133;"Djeco Гра ""Чапо магія""";2,000;99,30;;
Червень 2024;Djeco;DJ05135;"Djeco Гра ""RECTO VERSO""";4,000;210,30;;
Червень 2024;Djeco;DJ05136;"Djeco Гра ""Динозаври""";18,000;6 074,76;;
Червень 2024;Djeco;DJ05138;"Djeco Гра ""MIMO RIGOLO""";5,000;360,60;;
Червень 2024;Djeco;DJ05141;"Djeco Гра ""Містікет""";8,000;2 244,96;;
Червень 2024;Djeco;DJ05145;"Djeco Гра ""Збери баранчиків""";6,000;3 625,80;;
Червень 2024;Djeco;DJ05148;"Djeco Гра ""Котакоте""";8,000;2 495,04;;
Червень 2024;Djeco;DJ05153;"Djeco Гра ""Занімалка""";13,000;8 659,68;;
Червень 2024;Djeco;DJ05161;"Djeco Гра ""Сардини"" ";19,000;12 676,80;;
Червень 2024;Djeco;DJ05169;"Djeco Гра ""Гримаси""";8,000;6 320,16;;
Червень 2024;Djeco;DJ05172;"Djeco Гра ""Атлетика""";5,000;721,62;;
Червень 2024;Djeco;DJ05176;"Djeco Гра ""Додо""";23,000;10 440,60;;
Червень 2024;Djeco;DJ05180;"Djeco Гра ""Лісові пригоди""";4,000;121,56;;
Червень 2024;Djeco;DJ05186;"Djeco Гра ""Мармозетки""";2,000;138,48;;
Червень 2024;Djeco;DJ05208;"Djeco Гра настільна бродилка ""Сачки і сходи""";36,000;18 116,52;;
Червень 2024;Djeco;DJ05209;"Djeco Гра настільна ""Yam's junior""";12,000;5 992,56;;
Червень 2024;Djeco;DJ05216;"Djeco Гра ""Шахи""";6,000;2 621,16;;
Червень 2024;Djeco;DJ05218;Djeco Набір класичних ігор 12в1;7,000;11 561,64;;
Червень 2024;Djeco;DJ05225;"Djeco Настільна гра ""Шахи""";8,000;4 994,88;;
Червень 2024;Djeco;DJ05232;"Djeco Настільна гра ""Гуси""";12,000;5 242,32;;
Червень 2024;Djeco;DJ05237;"DJECO Настільна гра ""Жовтий гном""";6,000;4 121,28;;
Червень 2024;Djeco;DJ05270;"Djeco Гра настільна тактика ""Морський бій""";15,000;11 433,18;;
Червень 2024;Djeco;DJ05509;"DJECO Дерев'яна гра ""Маленька крамничка Мії та Лео""";16,000;10 990,08;;
Червень 2024;Djeco;DJ05641;Djeco Конструктор Zig & Go - 27 дет;3,000;2 748,06;;
Червень 2024;Djeco;DJ05642;Djeco Конструктор Zig & Go - 25 дет;7,000;5 011,02;;
Червень 2024;Djeco;DJ06516;"Djeco Гра ""OSCAR & CANNELLE""";16,000;12 289,92;;
Червень 2024;Djeco;DJ06641;"Djeco Дерев'яна гра аплікація з молоточком ""Транспорт""";2,000;790,92;;
Червень 2024;Djeco;DJ06642;"Djeco Дерев'яна гра аплікація з молоточком ""Космодром""";2,000;790,92;;
Червень 2024;Djeco;DJ06646;"Djeco Дерев'яна гра аплікація з молоточком ""Роботи""";2,000;1 547,94;;
Червень 2024;Djeco;DJ06970;"Djeco Карткова гра ""Міні Містігрі""";8,000;1 271,16;;
Червень 2024;Djeco;DJ06971;"Djeco Карткова гра ""Мелі Мело""";3,000;277,74;;
Червень 2024;Djeco;DJ06972;"Djeco Настільна гра ""Маленька вечірка""";24,000;25 485,12;;
Червень 2024;Djeco;DJ07900;"Djeco Набір масок з мозаїкою Зроби сам ""Тварини""";7,000;5 490,42;;
Червень 2024;Djeco;DJ07901;"Djeco Набір головних прикрас з мозаїкою Зроби сам ""Принцеса""";23,000;12 327,54;;
Червень 2024;Djeco;DJ07922;"Djeco Набір Зроби сам ""Космічний калейдоскоп""";22,000;15 335,86;;
Червень 2024;Djeco;DJ07955;"Djeco Набір для творчості ""Кітті - дзвіночок""";23,000;11 388,36;;
Червень 2024;Djeco;DJ07956;"Djeco Набір для творчості ""Зоряний передзвін""";1,000;199,02;;
Червень 2024;Djeco;DJ07974;"DJECO Набір для творчості Зроби сам ""Надихаюча природа""";6,000;6 371,28;;
Червень 2024;Djeco;DJ07979;"DJECO Набір для творчості Зроби сам ""Годинник""";12,000;6 367,68;;
Червень 2024;Djeco;DJ07984;"DJECO Набір для творчості Зроби сам ""Робот-годинник""";12,000;7 492,32;;
Червень 2024;Djeco;DJ08132;"Djeco Набір настільних ігор ""Динозаври""";12,000;8 430,42;;
Червень 2024;Djeco;DJ08142;"Djeco Гра - мозаїка ""Качина компанія""";6,000;5 058,72;;
Червень 2024;Djeco;DJ08144;"Djeco Розвиваюча гра ""Кіоукой""";6,000;2 246,40;;
Червень 2024;Djeco;DJ08145;"Djeco Розвиваюча гра ""Кіоукой Тварини""";12,000;4 492,80;;
Червень 2024;Djeco;DJ08152;"Djeco Гра ""Знайди емоції""";1,000;72,12;;
Червень 2024;Djeco;DJ08198;"Djeco Гра настільна ""Анімо Мондо""";6,000;3 948,42;;
Червень 2024;Djeco;DJ08257;"DJECO Гра дитяче лото ""Піко Поко""";18,000;6 176,52;;
Червень 2024;Djeco;DJ08269;"Djeco Набір для творчості ""Крок за кроком Лама&Ко""";12,000;5 092,56;;
Червень 2024;Djeco;DJ08343;"Djeco Розвиваюча гра ""Программіно""";6,000;3 558,60;;
Червень 2024;Djeco;DJ08348;"Djeco Гра ""Перлікс""";6,000;3 746,16;;
Червень 2024;Djeco;DJ08358;"Djeco Гра настільна ""Quantitix""";1,000;259,68;;
Червень 2024;Djeco;DJ08401;"Djeco Настільна гра ""Чоп Чоп""";24,000;24 435,36;;
Червень 2024;Djeco;DJ08404;"Djeco Гра настільна ""Кольорові кубики""";1,000;333,00;;
Червень 2024;Djeco;DJ08408;"Djeco Гра ""Хоп! Хоп! Хоп!""";12,000;13 117,68;;
Червень 2024;Djeco;DJ08417;"Djeco Гра ""Блеф пірата""";24,000;16 406,82;;
Червень 2024;Djeco;DJ08420;"Djeco Гра ""Луданімо""";1,000;370,98;;
Червень 2024;Djeco;DJ08423;"Djeco Гра ""Великий пірат""";12,000;13 492,80;;
Червень 2024;Djeco;DJ08427;"Djeco Гра настільна ""Три поросятка""";12,000;13 117,68;;
