Партнер,Артикул,Период,Бренд,forecast_monthly,demand_lead_time,safety_stock,reorder_point,current_stock_orc,recommended_order
МайПлей,216320I,2026-02,Infantino,0.1,0.1,3.5,3.7,0.0,4
Антошка,DS0981h,2026-02,Cubic Fun,0.1,0.1,3.7,3.9,0.0,4
Антошка,DJ08830,2026-02,Djeco,0.0,0.0,4.1,4.2,0.0,4
Антошка,DJ08451,2026-02,Djeco,0.0,0.0,4.4,4.5,0.0,4
МайПлей,DJ05236,2026-02,Djeco,0.0,0.0,3.8,3.8,0.0,4
РОСТ,S3008h,2026-02,Cubic Fun,0.0,0.0,3.6,3.6,0.0,4
МайПлей,DJ08451,2026-02,Djeco,0.0,0.0,3.6,3.6,0.0,4
Акварель,DJ00054,2026-02,Djeco,0.0,0.0,4.5,4.5,0.0,4
Акварель,DJ08953,2026-02,Djeco,0.1,0.1,3.5,3.7,0.0,4
БІ,DS1054h,2026-02,Cubic Fun,0.0,0.0,4.4,4.4,0.0,4
Антошка,DJ08158,2026-02,Djeco,0.0,0.1,4.1,4.2,0.0,4
Антошка,DJ08162,2026-02,Djeco,0.0,0.0,4.1,4.1,0.0,4
МайПлей,315319,2026-02,Infantino,0.4,0.7,3.6,4.4,0.0,4
МайПлей,DS0980h,2026-02,Cubic Fun,0.0,0.0,3.6,3.6,0.0,4
Супрун ФОП,DJ07114,2026-02,Djeco,0.0,0.0,4.2,4.2,0.0,4
Акварель,DJ08417,2026-02,Djeco,0.8,1.7,2.3,4.0,0.0,4
Антошка,DJ08186,2026-02,Djeco,0.0,0.0,4.4,4.4,0.0,4
РОСТ,T4019h,2026-02,Cubic Fun,1.2,2.4,1.8,4.2,0.0,4
Браін,DS1059h,2026-02,Cubic Fun,0.0,0.0,3.9,3.9,0.0,4
МайПлей,315238,2026-02,Infantino,0.0,0.0,3.6,3.6,0.0,4
Віват Канцелярія,S3003h,2026-02,Cubic Fun,0.0,0.0,3.6,3.7,0.0,4
Чудо Острів,305192,2026-02,Infantino,0.0,0.0,3.8,3.8,0.0,4
Антошка,DJ08842,2026-02,Djeco,0.1,0.1,3.8,3.9,0.0,4
Антошка,DJ09871,2026-02,Djeco,0.0,0.0,4.2,4.2,0.0,4
МайПлей,306912I,2026-02,Infantino,0.1,0.1,4.3,4.4,0.0,4
РОСТ,S3018h,2026-02,Cubic Fun,0.4,0.9,3.4,4.3,0.0,4
РОСТ,S3015h,2026-02,Cubic Fun,0.0,0.0,3.5,3.6,0.0,4
МайПлей,DJ08117,2026-02,Djeco,0.0,0.0,3.6,3.6,0.0,4
Антошка,DJ09428,2026-02,Djeco,0.0,0.0,4.3,4.3,0.0,4
Антошка,DJ09425,2026-02,Djeco,0.0,0.1,4.1,4.2,0.0,4
МайПлей,DJ08120,2026-02,Djeco,0.0,0.0,4.2,4.2,0.0,4
Віват Канцелярія,C060h,2026-02,Cubic Fun,0.1,0.1,4.1,4.2,0.0,4
МайПлей,DJ08157,2026-02,Djeco,0.0,0.0,4.2,4.2,0.0,4
БІ,DJ09612,2026-02,Djeco,0.0,0.0,3.8,3.8,0.0,4
МайПлей,DJ09838,2026-02,Djeco,0.0,0.1,3.8,3.9,0.0,4
Антошка,DJ09330,2026-02,Djeco,0.0,0.1,4.0,4.1,0.0,4
МайПлей,DJ08162,2026-02,Djeco,0.0,0.0,4.2,4.2,0.0,4
МайПлей,DJ08165,2026-02,Djeco,0.0,0.0,3.8,3.9,0.0,4
Чудо Острів,304893I,2026-02,Infantino,0.0,0.0,3.6,3.6,0.0,4
Антошка,DJ09232,2026-02,Djeco,0.0,0.0,4.3,4.3,0.0,4
Акварель,DJ07114,2026-02,Djeco,0.1,0.1,4.1,4.3,0.0,4
Віват Канцелярія,MC256h,2026-02,Cubic Fun,0.0,0.0,3.7,3.8,0.0,4
РОСТ,S3026h,2026-02,Cubic Fun,0.7,1.4,3.1,4.4,0.0,4
Акварель,DJ07955,2026-02,Djeco,0.1,0.1,4.1,4.3,0.0,4
Акварель,DJ05270,2026-02,Djeco,0.1,0.1,3.7,3.9,0.0,4
Акварель,DJ05145,2026-02,Djeco,0.0,0.0,4.1,4.1,0.0,4
Антошка,DJ09839,2026-02,Djeco,0.0,0.0,3.6,3.6,0.0,4
МайПлей,DJ09867,2026-02,Djeco,0.0,0.0,4.0,4.0,0.0,4
Антошка,DJ09837,2026-02,Djeco,0.0,0.0,3.8,3.8,0.0,4
Акварель,DJ05161,2026-02,Djeco,0.0,0.0,4.4,4.5,0.0,4
Антошка,DJ09808,2026-02,Djeco,0.2,0.5,3.7,4.2,0.0,4
Акварель,DJ05169,2026-02,Djeco,0.0,0.0,3.8,3.9,0.0,4
Віват Канцелярія,MC267h,2026-02,Cubic Fun,0.1,0.1,3.7,3.8,0.0,4
МайПлей,305087,2026-02,Infantino,0.0,0.0,4.0,4.0,0.0,4
Антошка,DJ08932,2026-02,Djeco,0.0,0.0,4.3,4.3,0.0,4
МайПлей,305079,2026-02,Infantino,0.0,0.0,3.5,3.5,0.0,4
МайПлей,DJ07112,2026-02,Djeco,0.1,0.1,3.5,3.7,0.0,4
МайПлей,DJ07161,2026-02,Djeco,0.0,0.0,3.8,3.9,0.0,4
Антошка,DJ09587,2026-02,Djeco,0.0,0.0,4.2,4.2,0.0,4
Антошка,DJ09015,2026-02,Djeco,0.0,0.0,4.4,4.4,0.0,4
РОСТ,S3007h,2026-02,Cubic Fun,0.0,0.0,3.6,3.6,0.0,4
Антошка,T4008h,2026-02,Cubic Fun,0.0,0.0,4.4,4.5,0.0,4
Віват Канцелярія,S3007h,2026-02,Cubic Fun,0.1,0.1,4.2,4.3,0.0,4
РОСТ,DS0986h,2026-02,Cubic Fun,0.0,0.0,4.2,4.2,0.0,4
БІ,315206,2026-02,Infantino,0.0,0.0,3.6,3.6,0.0,4
Віват Канцелярія,DJ08162,2026-02,Djeco,0.0,0.1,4.0,4.1,0.0,4
ІМ-Розетка,DJ09293,2026-02,Djeco,0.0,0.0,3.7,3.7,0.0,4
БІ,315107,2026-02,Infantino,0.0,0.0,3.8,3.8,0.0,4
МайПлей,L538h,2026-02,Cubic Fun,0.0,0.0,4.2,4.2,0.0,4
ІМ-Розетка,DJ09330,2026-02,Djeco,0.0,0.0,4.0,4.0,0.0,4
Акварель,DJ08827,2026-02,Djeco,0.4,0.8,2.9,3.7,0.0,4
Акварель,DJ08678,2026-02,Djeco,0.1,0.1,3.6,3.7,0.0,4
Віват Канцелярія,DJ08158,2026-02,Djeco,0.0,0.0,3.8,3.8,0.0,4
МайПлей,DJ08802,2026-02,Djeco,0.0,0.0,3.6,3.7,0.0,4
Віват Канцелярія,DJ08151,2026-02,Djeco,0.2,0.4,3.8,4.2,0.0,4
БІ,305225,2026-02,Infantino,0.0,0.0,3.8,3.8,0.0,4
Віват Канцелярія,DS1052h,2026-02,Cubic Fun,0.8,1.6,2.2,3.8,0.0,4
Белес,S3009h,2026-02,Cubic Fun,0.0,0.0,3.5,3.5,0.0,4
Клас,S3007h,2026-02,Cubic Fun,0.0,0.0,3.5,3.5,0.0,4
Клас,S3015h,2026-02,Cubic Fun,0.1,0.1,3.4,3.5,0.0,4
Клас,S3018h,2026-02,Cubic Fun,0.1,0.1,3.4,3.5,0.0,4
Акварель,DJ07162,2026-02,Djeco,0.0,0.1,4.4,4.5,0.0,4
Белес,S3007h,2026-02,Cubic Fun,0.0,0.0,3.5,3.5,0.0,4
БІ,315238,2026-02,Infantino,0.0,0.0,3.8,3.8,0.0,4
ІМ-Розетка,DJ08841,2026-02,Djeco,0.0,0.0,4.3,4.3,0.0,4
ІМ-Розетка,DJ08557,2026-02,Djeco,0.0,0.0,3.5,3.5,0.0,4
ІМ-Розетка,DJ08571,2026-02,Djeco,0.0,0.0,3.8,3.8,0.0,4
МайПлей,MC255h,2026-02,Cubic Fun,0.0,0.0,3.7,3.8,0.0,4
Чудо Острів,C094h,2026-02,Cubic Fun,0.0,0.0,4.2,4.3,0.0,4
ІМ-Розетка,DJ08678,2026-02,Djeco,0.0,0.0,3.6,3.6,0.0,4
Антошка,315281,2026-02,Infantino,0.1,0.1,4.0,4.1,0.0,4
ІМ-Розетка,DJ08830,2026-02,Djeco,0.0,0.0,3.8,3.8,0.0,4
ІМ-Розетка,DJ08842,2026-02,Djeco,0.0,0.0,4.5,4.5,0.0,4
Чудо Острів,316497,2026-02,Infantino,0.0,0.0,4.4,4.4,0.0,4
МайПлей,DJ08841,2026-02,Djeco,0.0,0.0,3.8,3.9,0.0,4
Акварель,DJ08897,2026-02,Djeco,0.1,0.1,4.1,4.2,0.0,4
Антошка,315338,2026-02,Infantino,0.0,0.0,3.9,3.9,0.0,4
ІМ-Розетка,DJ08897,2026-02,Djeco,0.0,0.0,3.8,3.8,0.0,4
БІ,315300,2026-02,Infantino,0.0,0.0,3.6,3.6,0.0,4
Акварель,DJ08884,2026-02,Djeco,0.0,0.0,3.8,3.8,0.0,4
ІМ-Розетка,DJ08932,2026-02,Djeco,0.0,0.0,3.6,3.6,0.0,4
Антошка,T4035h,2026-02,Cubic Fun,0.0,0.0,3.5,3.5,0.0,4
ІМ-Розетка,DJ09807,2026-02,Djeco,0.1,0.1,4.0,4.1,0.0,4
ІМ-Розетка,T4012h,2026-02,Cubic Fun,0.0,0.0,3.5,3.5,0.0,4
Антошка,DJ01698,2026-02,Djeco,0.1,0.1,3.7,3.9,0.0,4
Чудо Острів,315259,2026-02,Infantino,0.6,1.2,2.5,3.7,0.0,4
МайПлей,DS1051h,2026-02,Cubic Fun,0.0,0.0,3.6,3.6,0.0,4
Белес,S3015h,2026-02,Cubic Fun,0.0,0.0,3.5,3.5,0.0,4
Антошка,DJ05145,2026-02,Djeco,0.0,0.0,3.6,3.7,0.0,4
Антошка,DJ05153,2026-02,Djeco,0.0,0.0,3.6,3.7,0.0,4
Віват Канцелярія,DJ05270,2026-02,Djeco,0.0,0.0,3.8,3.8,0.0,4
МайПлей,DS0981h,2026-02,Cubic Fun,0.0,0.0,4.2,4.2,0.0,4
МайПлей,316577,2026-02,Infantino,0.0,0.0,3.8,3.8,0.0,4
Акварель,DD03754,2026-02,Djeco,0.0,0.0,3.6,3.6,0.0,4
РОСТ,S3006h,2026-02,Cubic Fun,0.1,0.3,3.7,4.0,0.0,4
Акварель,DJ08537,2026-02,Djeco,0.1,0.1,3.7,3.8,0.0,4
Антошка,DJ07900,2026-02,Djeco,0.0,0.0,3.6,3.7,0.0,4
Віват Канцелярія,S3008h,2026-02,Cubic Fun,0.0,0.0,4.4,4.4,0.0,4
МайПлей,316329,2026-02,Infantino,0.0,0.0,3.8,3.8,0.0,4
МайПлей,DJ08464,2026-02,Djeco,0.1,0.1,3.8,3.9,0.0,4
Антошка,DJ05098,2026-02,Djeco,0.0,0.0,3.8,3.9,0.0,4
Клас,005209,2026-02,unknown,0.3,0.6,3.4,4.0,0.0,4
ІМ-Розетка,S3010h,2026-02,Cubic Fun,0.0,0.0,3.6,3.6,0.0,4
ІМ-Розетка,S3007h,2026-02,Cubic Fun,0.0,0.0,4.1,4.1,0.0,4
Смік,MC269h,2026-02,Cubic Fun,0.0,0.0,3.6,3.6,0.0,4
Смік,S3006h,2026-02,Cubic Fun,0.0,0.0,3.9,3.9,0.0,4
МайПлей,DJ08664,2026-02,Djeco,0.0,0.0,3.8,3.8,0.0,4
МайПлей,212017I,2026-02,Infantino,0.1,0.1,3.7,3.9,0.0,4
БІ,227018I,2026-02,Infantino,0.0,0.0,3.8,3.9,0.0,4
Белес,S3010h,2026-02,Cubic Fun,0.0,0.0,4.3,4.3,0.0,4
Кубі,306161I,2026-02,Infantino,0.0,0.0,3.8,3.8,0.0,4
РОСТ,MC254h,2026-02,Cubic Fun,1.7,3.3,1.1,4.4,0.0,4
ІМ-Розетка,DS0980h,2026-02,Cubic Fun,0.0,0.0,3.8,3.8,0.0,4
Антошка,DD04809,2026-02,Djeco,0.0,0.0,3.7,3.7,0.0,4
МайПлей,DJ08550,2026-02,Djeco,0.0,0.0,4.0,4.0,0.0,4
Антошка,DJ00061,2026-02,Djeco,0.0,0.0,3.9,3.9,0.0,4
Чудо Острів,315058,2026-02,Infantino,0.0,0.1,4.4,4.5,0.0,4
Акварель,DJ08557,2026-02,Djeco,0.0,0.0,3.6,3.6,0.0,4
Супрун ФОП,L523h,2026-02,Cubic Fun,0.0,0.0,3.2,3.2,0.0,3
МайПлей,DJ00026,2026-02,Djeco,0.0,0.0,3.4,3.4,0.0,3
МайПлей,DD03767,2026-02,Djeco,0.1,0.1,2.8,2.9,0.0,3
МайПлей,C238h,2026-02,Cubic Fun,0.0,0.0,2.9,2.9,0.0,3
МайПлей,C241h,2026-02,Cubic Fun,0.0,0.0,3.2,3.3,0.0,3
Супрун ФОП,DS1054h,2026-02,Cubic Fun,0.0,0.0,3.2,3.2,0.0,3
Белес,206105I,2026-02,Infantino,0.0,0.0,2.5,2.5,0.0,3
Віват Канцелярія,DJ08897,2026-02,Djeco,0.7,1.5,1.2,2.6,0.0,3
Белес,DS1175h,2026-02,Cubic Fun,0.0,0.0,2.5,2.5,0.0,3
Смік,C094h,2026-02,Cubic Fun,0.0,0.0,2.6,2.6,0.0,3
Смік,DD03765,2026-02,Djeco,0.0,0.0,3.2,3.2,0.0,3
Епіцентр,DS1176h,2026-02,Cubic Fun,0.5,1.1,1.5,2.6,0.0,3
Епіцентр,L534h,2026-02,Cubic Fun,0.4,0.8,2.4,3.2,0.0,3
Смік,DJ08120,2026-02,Djeco,0.0,0.0,3.1,3.1,0.0,3
Смік,DJ08166,2026-02,Djeco,0.0,0.0,3.2,3.2,0.0,3
Гудвайн,DJ09579,2026-02,Djeco,0.0,0.0,3.3,3.3,0.0,3
Епіцентр,P866h,2026-02,Cubic Fun,0.1,0.1,2.6,2.7,0.0,3
Гудвайн,DJ09508,2026-02,Djeco,1.4,2.8,0.7,3.4,0.0,3
Гудвайн,DJ09065,2026-02,Djeco,1.0,2.0,1.0,3.0,0.0,3
Гудвайн,DJ08842,2026-02,Djeco,1.0,2.0,1.0,3.0,0.0,3
Смік,DJ08678,2026-02,Djeco,0.0,0.0,2.5,2.5,0.0,3
Смік,DJ08934,2026-02,Djeco,0.0,0.0,2.9,2.9,0.0,3
Смік,DJ09056,2026-02,Djeco,0.0,0.0,3.2,3.2,0.0,3
СмартТойс,DJ05153,2026-02,Djeco,0.0,0.1,3.2,3.3,0.0,3
СмартТойс,DJ05123,2026-02,Djeco,0.0,0.0,2.6,2.6,0.0,3
СмартТойс,DJ05117,2026-02,Djeco,0.0,0.0,2.6,2.6,0.0,3
Клас,C242h,2026-02,Cubic Fun,0.0,0.0,2.9,2.9,0.0,3
Світло книг,DJ05117,2026-02,Djeco,0.0,0.0,3.2,3.2,0.0,3
Світ Малюка,L540h,2026-02,Cubic Fun,0.0,0.0,3.2,3.2,0.0,3
Смік,DJ09232,2026-02,Djeco,0.0,0.0,2.8,2.8,0.0,3
Гудвайн,315092,2026-02,Infantino,0.0,0.0,3.3,3.3,0.0,3
Клас,S3006h,2026-02,Cubic Fun,0.0,0.0,3.1,3.2,0.0,3
Клас,S3012h,2026-02,Cubic Fun,0.0,0.0,2.5,2.5,0.0,3
Клас,S3026h,2026-02,Cubic Fun,0.0,0.0,3.4,3.4,0.0,3
Віват Канцелярія,T4032h,2026-02,Cubic Fun,0.0,0.0,3.4,3.5,0.0,3
Віват Канцелярія,T4011h,2026-02,Cubic Fun,0.0,0.0,2.7,2.7,0.0,3
Віват Канцелярія,P867h,2026-02,Cubic Fun,0.2,0.4,2.2,2.6,0.0,3
Смік,C241h,2026-02,Cubic Fun,0.0,0.0,3.2,3.2,0.0,3
Смік,C080h,2026-02,Cubic Fun,0.0,0.0,2.7,2.7,0.0,3
Віват Канцелярія,P865h,2026-02,Cubic Fun,0.1,0.1,3.3,3.4,0.0,3
Епіцентр,004627I,2026-02,Infantino,0.0,0.0,2.9,2.9,0.0,3
Епіцентр,DJ08841,2026-02,Djeco,1.4,2.8,0.0,2.8,0.0,3
Смік,304890I,2026-02,Infantino,0.0,0.0,3.4,3.4,0.0,3
Смік,216216I,2026-02,Infantino,0.0,0.0,3.2,3.2,0.0,3
Смік,305087,2026-02,Infantino,0.0,0.0,2.7,2.7,0.0,3
Епіцентр,DJ08451,2026-02,Djeco,0.0,0.0,2.7,2.7,0.0,3
Епіцентр,DJ09065,2026-02,Djeco,1.0,2.0,1.0,3.0,0.0,3
Епіцентр,DJ08158,2026-02,Djeco,0.0,0.0,2.7,2.7,0.0,3
Епіцентр,DJ08117,2026-02,Djeco,0.0,0.0,2.7,2.7,0.0,3
Смік,005378I,2026-02,Infantino,0.0,0.0,3.1,3.1,0.0,3
Смік,315023,2026-02,Infantino,0.0,0.0,2.7,2.7,0.0,3
Епіцентр,DJ09507,2026-02,Djeco,1.0,2.0,1.0,3.0,0.0,3
Смік,004909I,2026-02,Infantino,0.0,0.0,3.4,3.5,0.0,3
Епіцентр,DJ09586,2026-02,Djeco,0.0,0.0,2.6,2.6,0.0,3
Епіцентр,316638,2026-02,Infantino,0.0,0.0,3.4,3.4,0.0,3
Епіцентр,DJ09838,2026-02,Djeco,0.0,0.0,3.5,3.5,0.0,3
Епіцентр,315259,2026-02,Infantino,0.4,0.8,1.8,2.6,0.0,3
Епіцентр,315201,2026-02,Infantino,0.0,0.0,2.7,2.7,0.0,3
Епіцентр,315107,2026-02,Infantino,0.0,0.0,3.1,3.1,0.0,3
Смік,315319,2026-02,Infantino,0.0,0.0,3.1,3.1,0.0,3
Епіцентр,305112,2026-02,Infantino,0.0,0.0,2.8,2.8,0.0,3
Смік,316329,2026-02,Infantino,0.0,0.0,2.7,2.7,0.0,3
Епіцентр,305079,2026-02,Infantino,0.0,0.0,3.2,3.2,0.0,3
Епіцентр,302021,2026-02,Infantino,0.0,0.0,3.1,3.1,0.0,3
Епіцентр,DS1053h,2026-02,Cubic Fun,0.0,0.0,3.0,3.0,0.0,3
Епіцентр,205052,2026-02,Infantino,0.0,0.0,3.2,3.2,0.0,3
Смік,316638,2026-02,Infantino,0.0,0.0,2.7,2.7,0.0,3
Епіцентр,004909I,2026-02,Infantino,0.6,1.3,1.8,3.0,0.0,3
Віват Канцелярія,P866h,2026-02,Cubic Fun,0.8,1.6,1.1,2.7,0.0,3
Віват Канцелярія,MC269h,2026-02,Cubic Fun,0.0,0.0,2.9,2.9,0.0,3
Белес,DS1176h,2026-02,Cubic Fun,0.0,0.0,2.5,2.5,0.0,3
Смік,MC267h,2026-02,Cubic Fun,0.0,0.0,2.9,2.9,0.0,3
Смік,S3012h,2026-02,Cubic Fun,0.0,0.0,3.2,3.2,0.0,3
Віват Канцелярія,DJ07161,2026-02,Djeco,0.7,1.5,1.3,2.8,0.0,3
Віват Канцелярія,DJ07114,2026-02,Djeco,0.0,0.0,3.1,3.1,0.0,3
МайПлей,216276,2026-02,Infantino,0.0,0.0,3.4,3.4,0.0,3
Смік,S3026h,2026-02,Cubic Fun,0.0,0.0,2.7,2.7,0.0,3
Віват Канцелярія,DJ05218,2026-02,Djeco,0.0,0.0,2.6,2.6,0.0,3
Смік,S3031h,2026-02,Cubic Fun,0.0,0.0,2.5,2.5,0.0,3
Віват Канцелярія,DJ05208,2026-02,Djeco,0.0,0.0,3.3,3.3,0.0,3
МайПлей,216314_I,2026-02,Infantino,0.0,0.0,3.4,3.4,0.0,3
Віват Канцелярія,DJ05161,2026-02,Djeco,0.0,0.0,3.1,3.1,0.0,3
Віват Канцелярія,DJ05153,2026-02,Djeco,1.2,2.4,0.5,2.9,0.0,3
Віват Канцелярія,DJ05108,2026-02,Djeco,0.0,0.0,3.2,3.2,0.0,3
Смік,T4035h,2026-02,Cubic Fun,0.0,0.0,2.8,2.8,0.0,3
МайПлей,305048I,2026-02,Infantino,0.0,0.0,3.4,3.5,0.0,3
МайПлей,305221,2026-02,Infantino,0.0,0.0,3.5,3.5,0.0,3
Супрун ФОП,005209,2026-02,unknown,0.0,0.0,3.0,3.0,0.0,3
Супрун ФОП,305194,2026-02,Infantino,0.0,0.0,3.2,3.2,0.0,3
Росицька ФОП,216314_I,2026-02,Infantino,0.6,1.3,2.0,3.2,0.0,3
Супрун ФОП,DJ00054,2026-02,Djeco,0.0,0.0,3.2,3.2,0.0,3
МайПлей,315092,2026-02,Infantino,0.0,0.0,3.0,3.0,0.0,3
Браін,L540h,2026-02,Cubic Fun,0.0,0.0,3.2,3.2,0.0,3
МайПлей,315213,2026-02,Infantino,0.0,0.0,3.2,3.2,0.0,3
МайПлей,316051I,2026-02,Infantino,0.0,0.0,3.0,3.0,0.0,3
МайПлей,316188I,2026-02,Infantino,0.0,0.0,3.1,3.1,0.0,3
МайПлей,316259,2026-02,Infantino,0.0,0.0,3.1,3.1,0.0,3
МайПлей,316638,2026-02,Infantino,0.0,0.0,3.1,3.1,0.0,3
Белес,DS1181h,2026-02,Cubic Fun,0.0,0.0,2.5,2.5,0.0,3
Смік,S3008h,2026-02,Cubic Fun,0.0,0.0,2.7,2.7,0.0,3
Смік,MC256h,2026-02,Cubic Fun,0.0,0.0,3.0,3.0,0.0,3
Клас,T4031h,2026-02,Cubic Fun,0.0,0.0,2.8,2.8,0.0,3
Віват Канцелярія,DJ08194,2026-02,Djeco,0.0,0.0,3.1,3.1,0.0,3
Клас,T4032h,2026-02,Cubic Fun,0.0,0.0,3.1,3.1,0.0,3
Віват Канцелярія,DS1177h,2026-02,Cubic Fun,0.8,1.6,1.3,2.9,0.0,3
Смік,DJ09807,2026-02,Djeco,0.0,0.0,3.0,3.0,0.0,3
Смік,DJ09808,2026-02,Djeco,0.0,0.0,2.9,2.9,0.0,3
Віват Канцелярія,DS1087h,2026-02,Cubic Fun,0.0,0.0,3.2,3.2,0.0,3
Країна Казок,DJ08193,2026-02,Djeco,1.0,2.0,0.9,2.8,0.0,3
Країна Казок,DJ08454,2026-02,Djeco,1.0,2.0,0.9,2.8,0.0,3
Кубі,005209,2026-02,unknown,0.0,0.0,2.8,2.8,0.0,3
Віват Канцелярія,DS1030h,2026-02,Cubic Fun,0.0,0.0,3.1,3.1,0.0,3
Кубі,DS0978h,2026-02,Cubic Fun,0.0,0.0,2.6,2.6,0.0,3
Смік,DS0978h,2026-02,Cubic Fun,0.0,0.0,2.8,2.8,0.0,3
Віват Канцелярія,DJ09750,2026-02,Djeco,0.0,0.0,2.5,2.5,0.0,3
Смік,DS0981h,2026-02,Cubic Fun,0.0,0.0,3.4,3.4,0.0,3
Віват Канцелярія,DJ09575,2026-02,Djeco,0.2,0.3,2.4,2.7,0.0,3
Смік,DS0986h,2026-02,Cubic Fun,0.0,0.0,2.5,2.5,0.0,3
Віват Канцелярія,DJ09498,2026-02,Djeco,0.0,0.0,2.7,2.7,0.0,3
МайПлей,004627I,2026-02,Infantino,0.0,0.0,2.7,2.7,0.0,3
МайПлей,004909I,2026-02,Infantino,0.0,0.0,3.0,3.0,0.0,3
Смік,DS1082h,2026-02,Cubic Fun,0.0,0.0,2.5,2.5,0.0,3
МайПлей,DJ00056,2026-02,Djeco,0.0,0.0,2.9,2.9,0.0,3
Віват Канцелярія,DJ08860,2026-02,Djeco,0.6,1.3,1.3,2.6,0.0,3
Віват Канцелярія,DJ08841,2026-02,Djeco,0.0,0.0,3.1,3.1,0.0,3
Віват Канцелярія,DJ08830,2026-02,Djeco,0.0,0.0,2.9,2.9,0.0,3
МайПлей,005060I,2026-02,Infantino,0.0,0.0,2.7,2.7,0.0,3
Віват Канцелярія,DJ08664,2026-02,Djeco,0.0,0.0,2.7,2.7,0.0,3
Віват Канцелярія,DJ08463,2026-02,Djeco,0.0,0.0,3.4,3.4,0.0,3
Смік,MC253h,2026-02,Cubic Fun,0.0,0.0,3.2,3.2,0.0,3
Бебі Плюс,C060h,2026-02,Cubic Fun,0.0,0.0,3.2,3.2,0.0,3
Юпіджи,T4035h,2026-02,Cubic Fun,0.1,0.1,3.0,3.1,0.0,3
Сільпо,DS1086h,2026-02,Cubic Fun,0.0,0.0,2.8,2.8,0.0,3
ІМ-Розетка,DJ08885,2026-02,Djeco,0.0,0.0,3.0,3.0,0.0,3
Чудо Острів,315068,2026-02,Infantino,0.0,0.0,2.7,2.7,0.0,3
МайПлей,DS1057h,2026-02,Cubic Fun,0.0,0.0,3.2,3.2,0.0,3
ІМ-Розетка,S3006h,2026-02,Cubic Fun,0.0,0.0,3.4,3.4,0.0,3
ІМ-Розетка,S3012h,2026-02,Cubic Fun,0.0,0.0,3.2,3.2,0.0,3
ІМ-Розетка,S3031h,2026-02,Cubic Fun,0.6,1.3,1.5,2.8,0.0,3
ІМ-Розетка,T4008h,2026-02,Cubic Fun,0.0,0.0,2.9,2.9,0.0,3
ІМ-Розетка,T4017h,2026-02,Cubic Fun,0.0,0.0,3.5,3.5,0.0,3
МайПлей,DS1030h,2026-02,Cubic Fun,0.0,0.0,2.5,2.5,0.0,3
МайПлей,DS0992h,2026-02,Cubic Fun,0.0,0.1,2.8,2.9,0.0,3
Іграшки Тоні,DJ09292,2026-02,Djeco,0.0,0.0,3.2,3.2,0.0,3
МайПлей,DS0986h,2026-02,Cubic Fun,0.0,0.0,3.3,3.3,0.0,3
Акварель,C065h,2026-02,Cubic Fun,0.1,0.1,3.2,3.3,0.0,3
Акварель,DD04727,2026-02,Djeco,0.0,0.0,3.1,3.1,0.0,3
Чудо Острів,305225,2026-02,Infantino,0.0,0.0,3.2,3.2,0.0,3
Акварель,DJ00061,2026-02,Djeco,0.0,0.0,2.9,2.9,0.0,3
Акварель,DJ00086,2026-02,Djeco,0.0,0.0,2.7,2.7,0.0,3
МайПлей,DS0977h,2026-02,Cubic Fun,0.0,0.0,2.7,2.7,0.0,3
МайПлей,DS1059h,2026-02,Cubic Fun,0.0,0.0,3.3,3.3,0.0,3
Чудо Острів,315178,2026-02,Infantino,0.0,0.0,2.6,2.6,0.0,3
Чудо Острів,315193,2026-02,Infantino,0.0,0.0,3.4,3.4,0.0,3
ІМ-Розетка,DJ09331,2026-02,Djeco,0.0,0.0,3.2,3.2,0.0,3
ІМ-Розетка,DJ08934,2026-02,Djeco,0.7,1.4,1.1,2.5,0.0,3
Чудо Острів,316577,2026-02,Infantino,0.0,0.0,3.4,3.4,0.0,3
ІМ-Розетка,DJ08997,2026-02,Djeco,0.0,0.0,3.4,3.4,0.0,3
Чудо Острів,316564,2026-02,Infantino,0.0,0.0,3.5,3.5,0.0,3
ІМ-Розетка,DJ09064,2026-02,Djeco,0.0,0.0,3.2,3.2,0.0,3
ІМ-Розетка,DJ09074,2026-02,Djeco,0.0,0.0,3.0,3.0,0.0,3
ІМ-Розетка,DJ09231,2026-02,Djeco,0.0,0.0,3.2,3.2,0.0,3
ІМ-Розетка,DJ09409,2026-02,Djeco,0.0,0.0,2.5,2.5,0.0,3
ІМ-Розетка,DJ09809,2026-02,Djeco,0.0,0.0,2.7,2.7,0.0,3
ІМ-Розетка,DJ09425,2026-02,Djeco,0.0,0.0,2.7,2.7,0.0,3
ІМ-Розетка,DJ09575,2026-02,Djeco,0.0,0.0,3.4,3.4,0.0,3
Чудо Острів,315281,2026-02,Infantino,0.9,1.7,1.0,2.8,0.0,3
МайПлей,DS1097h,2026-02,Cubic Fun,0.0,0.0,3.0,3.0,0.0,3
Чудо Острів,315280,2026-02,Infantino,0.9,1.7,0.8,2.6,0.0,3
ІМ-Розетка,DJ09591,2026-02,Djeco,0.0,0.0,3.1,3.1,0.0,3
Чудо Острів,315260,2026-02,Infantino,0.0,0.0,3.0,3.0,0.0,3
Акварель,DJ01698,2026-02,Djeco,0.0,0.0,3.4,3.4,0.0,3
МайПлей,DJ09871,2026-02,Djeco,0.0,0.0,3.0,3.0,0.0,3
Акварель,DJ05108,2026-02,Djeco,0.0,0.0,2.7,2.7,0.0,3
